index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight                                              star
  218   4607.647    26.0 3.263  -1.33  5.610  0.053    61.448     2.990  0.144  0.116 -0.018 -0.021 -0.017 0.120 0.100 0.165 36.603  wukong2_114265423_lesspayne_norm_EQW_params_synt
  219   4609.265    22.1 1.179  -3.32  3.609  0.053    32.529     2.941  0.178  0.018  0.192 -0.007  0.071 0.206 0.100 0.235 18.153  wukong2_114265423_lesspayne_norm_EQW_params_synt
  220   4616.124    24.0 0.982  -1.19  3.660  0.059    86.330     3.272  0.175  0.163 -0.050 -0.047 -0.038 0.181 0.100 0.215 21.643  wukong2_114265423_lesspayne_norm_EQW_params_synt
  221   4617.269    22.0 1.748   0.44  3.241  0.039    53.572     2.670  0.195  0.135 -0.039 -0.015 -0.023 0.143 0.100 0.179 31.229  wukong2_114265423_lesspayne_norm_EQW_params_synt
  222   4619.288    26.0 3.600  -1.06  5.606  0.042    52.469     2.648  0.166  0.102 -0.020 -0.017 -0.016 0.107 0.100 0.152 43.264  wukong2_114265423_lesspayne_norm_EQW_params_synt
  223   4620.513    26.1 2.828  -3.21  5.695  0.062    49.532     3.747  0.235 -0.026  0.204 -0.018  0.065 0.216 0.100 0.246 16.478  wukong2_114265423_lesspayne_norm_EQW_params_synt
  224   4623.097    22.0 1.738   0.16  3.304  0.054    40.504     3.359  0.177  0.135 -0.036 -0.009 -0.020 0.141 0.100 0.181 30.378  wukong2_114265423_lesspayne_norm_EQW_params_synt
  225   4625.045    26.0 3.239  -1.27  5.845  0.065    81.175     3.637  0.203  0.121 -0.039 -0.043 -0.025 0.137 0.100 0.181 30.430  wukong2_114265423_lesspayne_norm_EQW_params_synt
  226   4626.173    24.0 0.968  -1.33  3.698  0.050    81.712     2.805  0.173  0.163 -0.048 -0.043 -0.036 0.179 0.100 0.211 22.462  wukong2_114265423_lesspayne_norm_EQW_params_synt
  227   4629.332    26.1 2.807  -2.26  5.498  0.056    93.627     2.804  0.202 -0.030  0.195 -0.056  0.063 0.215 0.100 0.243 16.901  wukong2_114265423_lesspayne_norm_EQW_params_synt
  228    4630.12    26.0 2.277  -2.58  5.918  0.055    78.708     3.225  0.181  0.148 -0.029 -0.035 -0.024 0.157 0.100 0.194 26.616  wukong2_114265423_lesspayne_norm_EQW_params_synt
  230   4634.073    24.1 4.069  -1.05  4.045  0.046    42.185     2.625  0.185 -0.039  0.189 -0.013  0.049 0.200 0.100 0.228 19.257  wukong2_114265423_lesspayne_norm_EQW_params_synt
  231   4637.503    26.0 3.281  -1.29  5.520  0.034    57.107     2.142  0.144  0.115 -0.025 -0.019 -0.018 0.121 0.100 0.160 38.923  wukong2_114265423_lesspayne_norm_EQW_params_synt
  232   4645.188    22.0 1.732  -0.51  3.445  0.069    16.169     2.358  0.137  0.134 -0.033 -0.004 -0.017 0.139 0.100 0.185 29.315  wukong2_114265423_lesspayne_norm_EQW_params_synt
  233   4646.162    24.0 1.029  -0.74  3.775  0.074   112.239     3.582  0.193  0.169 -0.058 -0.079 -0.047 0.201 0.100 0.236 17.904  wukong2_114265423_lesspayne_norm_EQW_params_synt
  234   4648.652    28.0 3.417  -0.09  4.174  0.050    54.459     3.144  0.181  0.097 -0.002 -0.021 -0.005 0.099 0.100 0.150 44.683  wukong2_114265423_lesspayne_norm_EQW_params_synt
  235    4650.01    22.0 1.738  -0.64  3.397  0.080    11.083     2.003  0.091  0.133 -0.034 -0.003 -0.016 0.138 0.100 0.188 28.160  wukong2_114265423_lesspayne_norm_EQW_params_synt
  236   4651.291    24.0 0.982  -1.46  3.767  0.040    77.460     2.419  0.164  0.162 -0.046 -0.036 -0.034 0.176 0.100 0.206 23.578  wukong2_114265423_lesspayne_norm_EQW_params_synt
  237   4652.157    24.0 1.003  -1.04  3.618  0.068    91.200     3.623  0.172  0.164 -0.051 -0.053 -0.039 0.184 0.100 0.220 20.639  wukong2_114265423_lesspayne_norm_EQW_params_synt
  238   4657.201    22.1 1.242  -2.29  3.708  0.077    95.901     4.049  0.210  0.011  0.181 -0.055  0.063 0.200 0.100 0.236 17.919  wukong2_114265423_lesspayne_norm_EQW_params_synt
  239   4675.117    22.0 1.066  -1.29  3.457  0.063    17.849     2.344  0.137  0.155 -0.036 -0.005 -0.020 0.160 0.100 0.199 25.179  wukong2_114265423_lesspayne_norm_EQW_params_synt
  240   4678.846    26.0 3.600  -0.68  5.534  0.045    71.997     2.747  0.163  0.105 -0.030 -0.034 -0.022 0.116 0.100 0.160 39.076  wukong2_114265423_lesspayne_norm_EQW_params_synt
  241   4686.213    28.0 3.594  -0.59  4.010  0.072    12.781     1.994  0.099  0.089  0.006 -0.002  0.001 0.089 0.100 0.152 43.202  wukong2_114265423_lesspayne_norm_EQW_params_synt
  242   4702.991    12.0 4.346  -0.44  6.002  0.042   139.037     3.389  0.207  0.090 -0.143 -0.039 -0.003 0.173 0.100 0.205 23.898  wukong2_114265423_lesspayne_norm_EQW_params_synt
  244   4708.663    22.1 1.236  -2.35  3.651  0.059    90.488     3.259  0.196  0.011  0.185 -0.047  0.065 0.202 0.100 0.233 18.429  wukong2_114265423_lesspayne_norm_EQW_params_synt
  245   4714.417    28.0 3.377   0.25  4.238  0.055    82.182     3.014  0.188  0.100 -0.016 -0.046 -0.016 0.112 0.100 0.160 38.980  wukong2_114265423_lesspayne_norm_EQW_params_synt
  246    4722.15    30.0 4.030  -0.37  2.824  0.052    47.981     3.048  0.213  0.006  0.131 -0.015  0.048 0.140 0.100 0.180 30.835  wukong2_114265423_lesspayne_norm_EQW_params_synt
  247   4727.395    26.0 3.684  -1.06  5.675  0.048    50.827     3.152  0.192  0.101 -0.019 -0.019 -0.013 0.105 0.100 0.153 42.741  wukong2_114265423_lesspayne_norm_EQW_params_synt
  248   4733.591    26.0 1.484  -2.99  6.000  0.076   113.819     3.723  0.180  0.184 -0.035 -0.080 -0.040 0.208 0.100 0.243 16.990  wukong2_114265423_lesspayne_norm_EQW_params_synt
  249   4736.773    26.0 3.209  -0.67  5.696  0.060   108.112     3.084  0.177  0.128 -0.066 -0.070 -0.027 0.162 0.100 0.200 25.019  wukong2_114265423_lesspayne_norm_EQW_params_synt
  250   4756.515    28.0 3.477  -0.27  4.211  0.043    41.741     2.592  0.166  0.095  0.002 -0.013 -0.003 0.096 0.100 0.145 47.490  wukong2_114265423_lesspayne_norm_EQW_params_synt
  252   4763.883    22.1 1.220   -2.4  3.659  0.046    89.741     2.546  0.185  0.012  0.185 -0.046  0.066 0.202 0.100 0.230 18.883  wukong2_114265423_lesspayne_norm_EQW_params_synt
  253   4764.525    22.1 1.236  -2.69  3.515  0.035    62.304     2.363  0.164  0.014  0.191 -0.020  0.071 0.205 0.100 0.231 18.746  wukong2_114265423_lesspayne_norm_EQW_params_synt
  254   4772.804    26.0 1.556   -2.9  5.626  0.051    95.514     2.714  0.183  0.176 -0.031 -0.057 -0.035 0.191 0.100 0.221 20.403  wukong2_114265423_lesspayne_norm_EQW_params_synt
  255   4786.535    28.0 3.417  -0.18  4.368  0.056    61.865     3.587  0.198  0.098 -0.005 -0.023 -0.008 0.101 0.100 0.153 42.810  wukong2_114265423_lesspayne_norm_EQW_params_synt
  259    4810.53    30.0 4.078  -0.15  2.607  0.044    44.936     2.698  0.175  0.003  0.131 -0.018  0.047 0.140 0.100 0.178 31.606  wukong2_114265423_lesspayne_norm_EQW_params_synt
  260   4820.409    22.0 1.501  -0.38  3.626  0.045    46.318     2.766  0.195  0.147 -0.035 -0.012 -0.023 0.153 0.100 0.189 28.143  wukong2_114265423_lesspayne_norm_EQW_params_synt
  261   4824.131    24.1 3.868  -0.92  3.757  0.063    46.539     3.617  0.150 -0.039  0.192 -0.014  0.055 0.204 0.100 0.236 17.993  wukong2_114265423_lesspayne_norm_EQW_params_synt
  262   4831.176    28.0 3.603  -0.32  4.158  0.045    28.188     2.130  0.132  0.090  0.006 -0.006 -0.001 0.090 0.100 0.142 49.507  wukong2_114265423_lesspayne_norm_EQW_params_synt
  263   4840.874    22.0 0.899  -0.43  3.442  0.061    79.844     3.674  0.185  0.169 -0.046 -0.034 -0.035 0.182 0.100 0.216 21.377  wukong2_114265423_lesspayne_norm_EQW_params_synt
  264   4849.168    22.1 1.130  -2.96  3.738  0.055    68.428     3.619  0.205  0.015  0.190 -0.026  0.071 0.205 0.100 0.235 18.159  wukong2_114265423_lesspayne_norm_EQW_params_synt
  266    4856.01    22.0 2.254   0.52  3.587  0.063    42.700     4.033  0.234  0.120 -0.035 -0.011 -0.020 0.127 0.100 0.174 33.205  wukong2_114265423_lesspayne_norm_EQW_params_synt
  267   4864.329    24.1 3.855  -1.34  3.680  0.067    22.597     2.785  0.137 -0.031  0.191 -0.006  0.049 0.200 0.100 0.233 18.393  wukong2_114265423_lesspayne_norm_EQW_params_synt
  268    4865.61    22.1 1.115   -2.7  3.486  0.054    69.867     3.536  0.188  0.016  0.191 -0.026  0.071 0.206 0.100 0.235 18.060  wukong2_114265423_lesspayne_norm_EQW_params_synt
  269   4866.271    28.0 3.536  -0.22  4.119  0.051    35.610     2.924  0.187  0.092  0.006 -0.009 -0.003 0.093 0.100 0.146 47.188  wukong2_114265423_lesspayne_norm_EQW_params_synt
  270   4870.125    22.0 2.248   0.44  3.386  0.051    27.450     2.546  0.148  0.120 -0.032 -0.006 -0.017 0.125 0.100 0.168 35.272  wukong2_114265423_lesspayne_norm_EQW_params_synt
  271   4871.318    26.0 2.865  -0.34  5.532  0.068   142.760     4.230  0.216  0.145 -0.107 -0.079 -0.017 0.197 0.100 0.232 18.647  wukong2_114265423_lesspayne_norm_EQW_params_synt
  272   4873.442    28.0 3.696  -0.38  4.051  0.063    16.902     2.176  0.139  0.087  0.006 -0.003  0.000 0.087 0.100 0.147 46.331  wukong2_114265423_lesspayne_norm_EQW_params_synt
  273   4874.009    22.1 3.092  -0.86  3.195  0.066    22.450     2.767  0.139 -0.017  0.192 -0.005  0.057 0.201 0.100 0.234 18.254  wukong2_114265423_lesspayne_norm_EQW_params_synt
  274   4885.079    22.0 1.886   0.41  3.274  0.050    44.425     3.249  0.196  0.132 -0.037 -0.011 -0.022 0.139 0.100 0.179 31.349  wukong2_114265423_lesspayne_norm_EQW_params_synt
  276   4890.755    26.0 2.876  -0.38  5.620  0.046   145.189     2.937  0.219  0.144 -0.110 -0.078 -0.016 0.198 0.100 0.226 19.496  wukong2_114265423_lesspayne_norm_EQW_params_synt
  277    4903.31    26.0 2.882  -0.89  5.555  0.062   112.620     3.312  0.193  0.139 -0.063 -0.071 -0.028 0.171 0.100 0.207 23.277  wukong2_114265423_lesspayne_norm_EQW_params_synt
  278   4910.017    26.0 3.394  -1.28  5.477  0.053    47.715     3.181  0.163  0.112 -0.015 -0.014 -0.014 0.115 0.100 0.161 38.504  wukong2_114265423_lesspayne_norm_EQW_params_synt
  279   4911.194    22.1 3.121  -0.64  3.261  0.057    34.376     3.115  0.203 -0.021  0.191 -0.009  0.058 0.201 0.100 0.232 18.651  wukong2_114265423_lesspayne_norm_EQW_params_synt
  280   4913.613    22.0 1.872   0.22  3.284  0.043    34.745     2.526  0.164  0.132 -0.035 -0.008 -0.020 0.138 0.100 0.176 32.297  wukong2_114265423_lesspayne_norm_EQW_params_synt
  284   4939.687    26.0 0.858  -3.25  5.853  0.078   137.701     3.911  0.204  0.220 -0.028 -0.100 -0.044 0.247 0.100 0.278 12.953  wukong2_114265423_lesspayne_norm_EQW_params_synt
  285   4946.388    26.0 3.368  -1.11  5.544  0.033    65.379     2.158  0.166  0.116 -0.025 -0.024 -0.017 0.122 0.100 0.161 38.408  wukong2_114265423_lesspayne_norm_EQW_params_synt
  286   4966.089    26.0 3.329  -0.79  5.630  0.072    92.605     3.937  0.174  0.123 -0.043 -0.050 -0.024 0.142 0.100 0.188 28.378  wukong2_114265423_lesspayne_norm_EQW_params_synt
  287   4973.102    26.0 3.960  -0.69  5.565  0.048    47.562     3.040  0.173  0.096 -0.016 -0.013 -0.012 0.099 0.100 0.149 45.269  wukong2_114265423_lesspayne_norm_EQW_params_synt
  289   4980.173    28.0 3.603   0.07  4.367  0.071    64.496     4.511  0.212  0.094 -0.004 -0.024 -0.008 0.097 0.100 0.157 40.760  wukong2_114265423_lesspayne_norm_EQW_params_synt
  290   4985.253    26.0 3.926  -0.44  5.521  0.117    63.015     7.342  0.182  0.099 -0.022 -0.028 -0.020 0.107 0.100 0.188 28.442  wukong2_114265423_lesspayne_norm_EQW_params_synt
  291   4991.066    22.0 0.835   0.45  3.264  0.152   124.638     7.965  0.205  0.185 -0.058 -0.079 -0.050 0.215 0.100 0.282 12.589  wukong2_114265423_lesspayne_norm_EQW_params_synt
  292    4994.13    26.0 0.914  -2.97  5.751  0.148   143.960     7.744  0.223  0.222 -0.033 -0.102 -0.046 0.251 0.100 0.308 10.549  wukong2_114265423_lesspayne_norm_EQW_params_synt
  295   4999.503    22.0 0.825   0.32  2.995  0.208   104.210    11.287  0.225  0.174 -0.053 -0.064 -0.051 0.199 0.100 0.305 10.747  wukong2_114265423_lesspayne_norm_EQW_params_synt
  296   5001.864    26.0 3.882  -0.01  5.433  0.218    87.365    12.077  0.229  0.106 -0.037 -0.045 -0.022 0.123 0.100 0.270 13.767  wukong2_114265423_lesspayne_norm_EQW_params_synt
  298   5005.712    26.0 3.884  -0.12  5.331  0.149    74.433     8.725  0.210  0.102 -0.024 -0.033 -0.020 0.112 0.100 0.211 22.386  wukong2_114265423_lesspayne_norm_EQW_params_synt
  299   5007.209    22.0 0.818   0.17  3.634  0.216   130.673    11.626  0.233  0.188 -0.061 -0.084 -0.053 0.221 0.100 0.325  9.471  wukong2_114265423_lesspayne_norm_EQW_params_synt
  301   5012.068    26.0 0.858   -2.6  5.597  0.185   159.774    10.261  0.242  0.233 -0.045 -0.106 -0.038 0.263 0.100 0.336  8.832  wukong2_114265423_lesspayne_norm_EQW_params_synt
  302   5013.686    22.1 1.581  -2.14  3.571  0.183    75.329    11.077  0.295 -0.002  0.191 -0.037  0.064 0.205 0.100 0.292 11.704  wukong2_114265423_lesspayne_norm_EQW_params_synt
  304   5016.161    22.0 0.848  -0.48  3.473  0.179    84.292    10.712  0.224  0.174 -0.048 -0.039 -0.038 0.189 0.100 0.279 12.889  wukong2_114265423_lesspayne_norm_EQW_params_synt
  305   5017.576    28.0 3.536  -0.03  4.126  0.095    48.026     5.980  0.123  0.094  0.003 -0.013 -0.004 0.095 0.100 0.167 35.643  wukong2_114265423_lesspayne_norm_EQW_params_synt
  306   5018.435    26.1 2.891   -1.1  5.579  0.132   162.662    10.233  0.279 -0.025  0.155 -0.071  0.065 0.184 0.100 0.248 16.302  wukong2_114265423_lesspayne_norm_EQW_params_synt
  307   5020.026    22.0 0.835  -0.33  3.487  0.175    95.116     9.585  0.243  0.178 -0.048 -0.048 -0.040 0.195 0.100 0.280 12.736  wukong2_114265423_lesspayne_norm_EQW_params_synt
  308   5022.236    26.0 3.984  -0.33  5.480  0.191    63.456    11.867  0.235  0.097 -0.022 -0.023 -0.016 0.103 0.100 0.239 17.495  wukong2_114265423_lesspayne_norm_EQW_params_synt
  309   5022.868    22.0 0.825  -0.33  3.441  0.153    93.206     8.796  0.200  0.178 -0.048 -0.046 -0.039 0.194 0.100 0.267 14.078  wukong2_114265423_lesspayne_norm_EQW_params_synt
  310   5024.844    22.0 0.818  -0.53  3.517  0.143    86.317     8.538  0.207  0.175 -0.047 -0.041 -0.038 0.190 0.100 0.258 15.058  wukong2_114265423_lesspayne_norm_EQW_params_synt
  312   5035.362    28.0 3.633   0.29  3.992  0.131    52.476     8.516  0.185  0.091 -0.001 -0.018 -0.007 0.093 0.100 0.189 27.920  wukong2_114265423_lesspayne_norm_EQW_params_synt
  313   5036.464    22.0 1.442   0.14  3.262  0.121    62.842     7.917  0.219  0.149 -0.037 -0.020 -0.027 0.157 0.100 0.222 20.267  wukong2_114265423_lesspayne_norm_EQW_params_synt
  314   5038.398    22.0 1.429   0.02  3.374  0.110    63.371     7.177  0.194  0.150 -0.037 -0.020 -0.027 0.158 0.100 0.217 21.232  wukong2_114265423_lesspayne_norm_EQW_params_synt
  315   5039.957    22.0 0.021  -1.08  3.327  0.121   102.321     6.834  0.195  0.207 -0.046 -0.057 -0.050 0.225 0.100 0.275 13.270  wukong2_114265423_lesspayne_norm_EQW_params_synt
  320   5064.653    22.0 0.048  -0.94  3.688  0.170   127.797     8.930  0.236  0.220 -0.043 -0.080 -0.058 0.245 0.100 0.315 10.110  wukong2_114265423_lesspayne_norm_EQW_params_synt
  324   5080.533    28.0 3.652   0.32  4.365  0.110    76.771     6.574  0.206  0.095 -0.009 -0.034 -0.010 0.102 0.100 0.180 30.804  wukong2_114265423_lesspayne_norm_EQW_params_synt
  325   5083.339    26.0 0.957  -2.84  5.827  0.144   153.604     7.903  0.229  0.227 -0.039 -0.103 -0.041 0.256 0.100 0.310 10.408  wukong2_114265423_lesspayne_norm_EQW_params_synt
  331    5113.44    22.0 1.442   -0.7  3.501  0.106    26.345     5.392  0.215  0.145 -0.036 -0.005 -0.021 0.151 0.100 0.210 22.715  wukong2_114265423_lesspayne_norm_EQW_params_synt
  334    5127.36    26.0 0.914  -3.25  5.884  0.113   138.690     5.906  0.217  0.221 -0.024 -0.096 -0.044 0.246 0.100 0.289 11.999  wukong2_114265423_lesspayne_norm_EQW_params_synt
  335   5129.156    22.1 1.890  -1.34  3.645  0.120   104.659     5.997  0.240 -0.003  0.192 -0.060  0.063 0.211 0.100 0.262 14.526  wukong2_114265423_lesspayne_norm_EQW_params_synt
  336   5133.689    26.0 4.175   0.36  5.419  0.111    88.424     6.341  0.219  0.099 -0.038 -0.045 -0.022 0.117 0.100 0.190 27.719  wukong2_114265423_lesspayne_norm_EQW_params_synt
  340    5150.84    26.0 0.989  -3.04  5.471  0.099   123.004     5.346  0.196  0.209 -0.021 -0.079 -0.044 0.229 0.100 0.269 13.869  wukong2_114265423_lesspayne_norm_EQW_params_synt
  341   5151.911    26.0 1.010  -3.32  5.941  0.136   131.776     7.105  0.230  0.212 -0.020 -0.086 -0.045 0.234 0.100 0.289 12.010  wukong2_114265423_lesspayne_norm_EQW_params_synt
  342   5166.282    26.0 0.000  -4.12  5.960  0.147   162.547     7.720  0.228  0.279 -0.010 -0.112 -0.046 0.304 0.100 0.352  8.051  wukong2_114265423_lesspayne_norm_EQW_params_synt
  343   5171.596    26.0 1.484  -1.72  5.575  0.092   164.591     5.504  0.223  0.210 -0.071 -0.106 -0.033 0.248 0.100 0.283 12.511  wukong2_114265423_lesspayne_norm_EQW_params_synt
  344   5172.684    12.0 2.712 -0.393  5.913  0.071   390.526    25.223  0.333  0.150 -0.232 -0.012  0.041 0.280 0.100 0.305 10.731  wukong2_114265423_lesspayne_norm_EQW_params_synt
  345   5173.743    22.0 0.000  -1.06  3.621  0.129   122.569     7.144  0.252  0.219 -0.045 -0.075 -0.058 0.243 0.100 0.293 11.680  wukong2_114265423_lesspayne_norm_EQW_params_synt
  346   5183.604    12.0 2.717 -0.167  6.010  0.124   524.285    68.249 -0.257  0.148 -0.240 -0.006  0.046 0.286 0.100 0.327  9.343  wukong2_114265423_lesspayne_norm_EQW_params_synt
  347   5185.902    22.1 1.891  -1.41  3.371  0.095    85.407     5.586  0.230 -0.010  0.190 -0.041  0.068 0.206 0.100 0.248 16.252  wukong2_114265423_lesspayne_norm_EQW_params_synt
  348   5192.969    22.0 0.021  -0.95  3.809  0.107   137.401     6.048  0.241  0.222 -0.044 -0.091 -0.065 0.252 0.100 0.292 11.740  wukong2_114265423_lesspayne_norm_EQW_params_synt
  349   5194.942    26.0 1.556  -2.02  5.783  0.106   154.750     5.916  0.243  0.204 -0.057 -0.103 -0.037 0.238 0.100 0.279 12.807  wukong2_114265423_lesspayne_norm_EQW_params_synt
  350   5197.568    26.1 3.230  -2.22  5.584  0.075    76.908     4.739  0.220 -0.040  0.207 -0.032  0.070 0.224 0.100 0.257 15.152  wukong2_114265423_lesspayne_norm_EQW_params_synt
  352   5206.023    24.0 0.941   0.02  3.880  0.101   176.554     7.305  0.267  0.199 -0.113 -0.087 -0.032 0.247 0.100 0.285 12.321  wukong2_114265423_lesspayne_norm_EQW_params_synt
  353   5210.384    22.0 0.048  -0.82  3.803  0.118   142.666     6.328  0.255  0.231 -0.043 -0.094 -0.065 0.261 0.100 0.304 10.846  wukong2_114265423_lesspayne_norm_EQW_params_synt
  355   5215.181    26.0 3.263  -0.86  5.381  0.079    80.678     4.755  0.192  0.124 -0.031 -0.035 -0.021 0.134 0.100 0.185 29.201  wukong2_114265423_lesspayne_norm_EQW_params_synt
  356   5216.274    26.0 1.607  -2.08  5.668  0.111   142.171     5.880  0.234  0.196 -0.043 -0.098 -0.044 0.228 0.100 0.272 13.490  wukong2_114265423_lesspayne_norm_EQW_params_synt
  357   5217.389    26.0 3.209  -1.07  5.590  0.088    84.623     5.223  0.235  0.126 -0.033 -0.040 -0.025 0.139 0.100 0.192 27.075  wukong2_114265423_lesspayne_norm_EQW_params_synt
  358   5219.702    22.0 0.021  -2.22  3.602  0.059    47.293     4.082  0.194  0.194 -0.040 -0.012 -0.030 0.201 0.100 0.232 18.600  wukong2_114265423_lesspayne_norm_EQW_params_synt
  359   5225.525    26.0 0.110  -4.75  6.082  0.082   127.429     4.665  0.228  0.251 -0.009 -0.078 -0.049 0.268 0.100 0.297 11.326  wukong2_114265423_lesspayne_norm_EQW_params_synt
  362   5234.624    26.1 3.221  -2.18  5.711  0.085    85.848     4.892  0.263 -0.041  0.205 -0.043  0.070 0.225 0.100 0.260 14.775  wukong2_114265423_lesspayne_norm_EQW_params_synt
  363   5242.491    26.0 3.632  -0.83  5.463  0.086    58.742     5.664  0.242  0.108 -0.014 -0.019 -0.015 0.112 0.100 0.173 33.509  wukong2_114265423_lesspayne_norm_EQW_params_synt
  364   5247.565    24.0 0.960  -1.59  3.753  0.070    75.102     4.584  0.192  0.166 -0.042 -0.029 -0.037 0.178 0.100 0.215 21.537  wukong2_114265423_lesspayne_norm_EQW_params_synt
  365   5250.646    26.0 2.196  -2.18  5.968  0.083   114.848     4.459  0.228  0.164 -0.034 -0.070 -0.035 0.185 0.100 0.226 19.582  wukong2_114265423_lesspayne_norm_EQW_params_synt
  366     5252.1    22.0 0.048  -2.36  3.812  0.078    49.948     5.494  0.209  0.193 -0.040 -0.012 -0.030 0.200 0.100 0.237 17.864  wukong2_114265423_lesspayne_norm_EQW_params_synt
  367   5254.956    26.0 0.110  -4.76  6.193  0.088   133.673     5.010  0.240  0.254 -0.002 -0.083 -0.050 0.272 0.100 0.303 10.911  wukong2_114265423_lesspayne_norm_EQW_params_synt
  368   5263.306    26.0 3.263  -0.87  5.454  0.084    84.783     5.030  0.213  0.125 -0.033 -0.040 -0.025 0.138 0.100 0.190 27.781  wukong2_114265423_lesspayne_norm_EQW_params_synt
