index wavelength species expot  loggf logeps e_stat       eqw     e_eqw   fwhm e_Teff e_logg   e_vt   e_MH  e_sp e_sys e_tot weight                                              star
  517     4900.0    39.1   nan    nan  0.354  0.075 -9999.000 -9999.000  0.151  0.030  0.212 -0.028  0.063 0.225 0.100 0.257 15.140  wukong1_111161424_lesspayne_norm_EQW_params_synt
  518     4884.0    39.1   nan    nan  0.456  0.078 -9999.000 -9999.000  0.147 -0.009  0.221 -0.016  0.064 0.231 0.100 0.263 14.410  wukong1_111161424_lesspayne_norm_EQW_params_synt
  519     4397.0    39.1   nan    nan  0.377  0.075 -9999.000 -9999.000  0.137  0.024  0.204 -0.028  0.033 0.210 0.100 0.245 16.704  wukong1_111161424_lesspayne_norm_EQW_params_synt
  520     4208.0    40.1   nan    nan  1.165  0.091 -9999.000 -9999.000  0.133 -0.000  0.256  0.007  0.007 0.256 0.100 0.289 11.936  wukong1_111161424_lesspayne_norm_EQW_params_synt
  521     4554.0    56.1   nan    nan  0.704  0.044 -9999.000 -9999.000  0.141  0.075  0.018 -0.056  0.066 0.116 0.200 0.235 18.031  wukong1_111161424_lesspayne_norm_EQW_params_synt
  523     5854.0    56.1   nan    nan  0.632  0.068 -9999.000 -9999.000  0.217  0.020  0.185 -0.055  0.060 0.203 0.200 0.293 11.642  wukong1_111161424_lesspayne_norm_EQW_params_synt
  524     6142.0    56.1   nan    nan  0.711  0.062 -9999.000 -9999.000  0.211  0.038  0.125 -0.090  0.059 0.170 0.200 0.270 13.756  wukong1_111161424_lesspayne_norm_EQW_params_synt
  525     6496.0    56.1   nan    nan  0.728  0.090 -9999.000 -9999.000  0.229  0.056  0.158 -0.075  0.066 0.195 0.200 0.294 11.595  wukong1_111161424_lesspayne_norm_EQW_params_synt
  526     4086.0    57.1   nan    nan -0.331  0.123 -9999.000 -9999.000  0.147 -0.000  0.222 -0.014  0.049 0.228 0.100 0.278 12.985  wukong1_111161424_lesspayne_norm_EQW_params_synt
  527     4122.0    57.1   nan    nan -0.364  0.099 -9999.000 -9999.000  0.144  0.000  0.208 -0.001  0.046 0.213 0.100 0.255 15.368  wukong1_111161424_lesspayne_norm_EQW_params_synt
  528     4334.0    57.1   nan    nan -0.447  0.078 -9999.000 -9999.000  0.144  0.038  0.195 -0.004  0.056 0.206 0.100 0.242 17.110  wukong1_111161424_lesspayne_norm_EQW_params_synt
  529     4430.0    57.1   nan    nan -0.369  0.098 -9999.000 -9999.000  0.138  0.058  0.180  0.002  0.074 0.203 0.100 0.247 16.416  wukong1_111161424_lesspayne_norm_EQW_params_synt
  530     4921.0    57.1   nan    nan -0.346  0.054 -9999.000 -9999.000  0.151  0.047  0.185 -0.009  0.065 0.201 0.100 0.231 18.692  wukong1_111161424_lesspayne_norm_EQW_params_synt
  531     4922.0    57.1   nan    nan -0.359  0.054 -9999.000 -9999.000  0.151  0.044  0.188 -0.008  0.065 0.204 0.100 0.233 18.358  wukong1_111161424_lesspayne_norm_EQW_params_synt
  532     4078.0    66.1   nan    nan  0.131  0.112 -9999.000 -9999.000  0.144 -0.000  0.157 -0.053  0.016 0.166 0.100 0.224 19.949  wukong1_111161424_lesspayne_norm_EQW_params_synt
  533     4102.0    66.1   nan    nan  0.123  0.117 -9999.000 -9999.000  0.146 -0.020  0.170 -0.041 -0.041 0.181 0.100 0.237 17.755  wukong1_111161424_lesspayne_norm_EQW_params_synt
  534     4129.0    63.1   nan    nan -0.831  0.058 -9999.000 -9999.000  0.141  0.031  0.232  0.002  0.057 0.241 0.100 0.267 14.012  wukong1_111161424_lesspayne_norm_EQW_params_synt
  535     4205.0    63.1   nan    nan -0.668  0.061 -9999.000 -9999.000  0.133  0.041  0.236  0.024  0.064 0.249 0.100 0.275 13.191  wukong1_111161424_lesspayne_norm_EQW_params_synt
  536     4435.0    63.1   nan    nan -0.706  0.044 -9999.000 -9999.000  0.140  0.061  0.184 -0.010  0.061 0.204 0.100 0.231 18.710  wukong1_111161424_lesspayne_norm_EQW_params_synt
  538     6645.0    63.1   nan    nan -0.732  0.123 -9999.000 -9999.000  0.204 -0.038  0.197 -0.007  0.055 0.208 0.100 0.261 14.624  wukong1_111161424_lesspayne_norm_EQW_params_synt
  539     3877.0   607.0   nan    nan  6.305  0.022 -9999.000 -9999.000  0.142  0.218 -0.022  0.000  0.156 0.269 0.300 0.404  6.138  wukong1_111161424_lesspayne_norm_EQW_params_synt
  484     6300.0     8.0   nan    nan  7.833    nan       nan       nan    nan    nan    nan    nan    nan   nan   nan   nan    nan  wukong1_111161424_lesspayne_norm_EQW_params_synt
   29   3900.539    22.1 1.130  -0.29  3.279  0.284   156.605    14.112  0.202  0.033  0.064 -0.127  0.073 0.163 0.100 0.342  8.525  wukong2_114265423_lesspayne_norm_EQW_params_synt
   40   3948.097    26.0 3.241  -0.59  5.548  0.216    92.235     9.063  0.175  0.118 -0.048 -0.066 -0.026 0.146 0.100 0.279 12.834  wukong2_114265423_lesspayne_norm_EQW_params_synt
   42   3955.341    26.0 3.281  -1.05  5.454  0.125    62.538     6.940 -0.127  0.112 -0.026 -0.026 -0.014 0.119 0.100 0.199 25.178  wukong2_114265423_lesspayne_norm_EQW_params_synt
   46   3981.991    22.1 0.573  -2.54  3.766  0.347   115.325    14.117  0.213  0.008  0.160 -0.102  0.039 0.194 0.100 0.410  5.952  wukong2_114265423_lesspayne_norm_EQW_params_synt
   48   3987.606    22.1 0.607  -2.73  4.013  0.315   116.025    12.816  0.235  0.024  0.161 -0.103  0.038 0.196 0.100 0.384  6.767  wukong2_114265423_lesspayne_norm_EQW_params_synt
   49   3989.758    22.0 0.021  -0.13  3.693  0.170   148.366     8.906  0.199  0.212 -0.101 -0.103 -0.034 0.259 0.100 0.325  9.451  wukong2_114265423_lesspayne_norm_EQW_params_synt
   50   3998.636    22.0 0.048   0.02  3.847  0.155   162.930     9.789  0.250  0.210 -0.129 -0.096 -0.020 0.265 0.100 0.323  9.580  wukong2_114265423_lesspayne_norm_EQW_params_synt
   53   4008.927    22.0 0.021   -1.0  3.394  0.164    95.861     7.297  0.175  0.194 -0.052 -0.065 -0.044 0.216 0.100 0.289 11.991  wukong2_114265423_lesspayne_norm_EQW_params_synt
   55   4025.129    22.1 0.607  -2.11  3.421  0.176   117.959     7.480  0.177  0.025  0.160 -0.105  0.040 0.197 0.100 0.283 12.527  wukong2_114265423_lesspayne_norm_EQW_params_synt
   56   4028.338    22.1 1.890  -0.92  3.286  0.155    95.720     6.829  0.144 -0.004  0.166 -0.074  0.051 0.189 0.100 0.264 14.352  wukong2_114265423_lesspayne_norm_EQW_params_synt
   58   4032.627    26.0 1.484  -2.38  5.843  0.276   124.110    13.156  0.206  0.177 -0.063 -0.097 -0.033 0.214 0.100 0.363  7.577  wukong2_114265423_lesspayne_norm_EQW_params_synt
   59   4053.821    22.1 1.891  -1.07  3.092  0.098    79.643     5.011  0.156 -0.002  0.177 -0.046  0.057 0.192 0.100 0.237 17.761  wukong2_114265423_lesspayne_norm_EQW_params_synt
   60   4056.187    22.1 0.607  -3.28  3.553  0.138    69.708     7.757  0.197  0.027  0.185 -0.037  0.068 0.202 0.100 0.265 14.287  wukong2_114265423_lesspayne_norm_EQW_params_synt
   63   4067.978    26.0 3.209  -0.53  5.511  0.137    97.881     6.381  0.197  0.120 -0.061 -0.068 -0.026 0.153 0.100 0.228 19.160  wukong2_114265423_lesspayne_norm_EQW_params_synt
   64   4070.771    26.0 3.239  -0.87  5.253  0.101    65.312     5.615  0.154  0.113 -0.027 -0.028 -0.016 0.121 0.100 0.186 28.785  wukong2_114265423_lesspayne_norm_EQW_params_synt
   65   4073.762    26.0 3.263  -0.97  5.308  0.087    60.923     5.181  0.138  0.113 -0.027 -0.024 -0.015 0.120 0.100 0.179 31.378  wukong2_114265423_lesspayne_norm_EQW_params_synt
   68   4080.209    26.0 3.281  -1.18  5.386  0.079    51.669     4.601  0.131  0.111 -0.019 -0.014 -0.012 0.114 0.100 0.171 34.172  wukong2_114265423_lesspayne_norm_EQW_params_synt
   70   4098.176    26.0 3.239  -0.97  5.652  0.154    81.778     7.640  0.203  0.116 -0.042 -0.051 -0.026 0.136 0.100 0.229 19.152  wukong2_114265423_lesspayne_norm_EQW_params_synt
   71   4102.936    14.0 1.909 -3.336  6.342  0.104   142.096     6.067  0.210  0.128 -0.030 -0.071  0.000 0.149 0.100 0.208 23.179  wukong2_114265423_lesspayne_norm_EQW_params_synt
   75   4120.206    26.0 2.988  -1.23  5.606  0.095    81.539     4.735  0.181  0.123 -0.036 -0.048 -0.025 0.139 0.100 0.196 26.055  wukong2_114265423_lesspayne_norm_EQW_params_synt
   76   4121.802    26.0 2.829  -1.28  5.903  0.167   101.666     7.173  0.183  0.130 -0.047 -0.080 -0.034 0.163 0.100 0.254 15.491  wukong2_114265423_lesspayne_norm_EQW_params_synt
   79   4139.927    26.0 0.989  -3.51  5.474  0.084    85.396     4.188  0.137  0.188 -0.033 -0.052 -0.030 0.200 0.100 0.239 17.515  wukong2_114265423_lesspayne_norm_EQW_params_synt
   83   4150.249    26.0 3.428  -1.19  5.455  0.061    45.137     3.699  0.124  0.107 -0.020 -0.014 -0.010 0.110 0.100 0.161 38.659  wukong2_114265423_lesspayne_norm_EQW_params_synt
   84   4152.169    26.0 0.957  -3.16  6.125  0.194   131.956     8.310  0.151  0.205 -0.058 -0.113 -0.043 0.245 0.100 0.328  9.290  wukong2_114265423_lesspayne_norm_EQW_params_synt
   85     4153.9    26.0 3.397  -0.28  5.640  0.115   106.519     5.570  0.211  0.115 -0.077 -0.074 -0.025 0.159 0.100 0.220 20.627  wukong2_114265423_lesspayne_norm_EQW_params_synt
   86   4158.792    26.0 3.428   -0.7  5.290  0.062    64.834     3.631  0.155  0.109 -0.027 -0.027 -0.015 0.116 0.100 0.166 36.484  wukong2_114265423_lesspayne_norm_EQW_params_synt
   87   4161.529    22.1 1.083  -2.09  3.675  0.145   106.985     6.327  0.185  0.014  0.167 -0.080  0.056 0.194 0.100 0.262 14.567  wukong2_114265423_lesspayne_norm_EQW_params_synt
   90   4173.921    26.0 0.989  -3.29  5.938  0.143   117.124     6.141  0.181  0.196 -0.044 -0.100 -0.040 0.228 0.100 0.287 12.136  wukong2_114265423_lesspayne_norm_EQW_params_synt
   91   4174.913    26.0 0.914  -2.94  6.053  0.139   141.357     6.257  0.188  0.211 -0.072 -0.119 -0.033 0.255 0.100 0.307 10.607  wukong2_114265423_lesspayne_norm_EQW_params_synt
   92   4178.855    26.1 2.583  -2.51  5.482  0.108    89.889     5.085  0.170 -0.025  0.189 -0.058  0.057 0.207 0.100 0.254 15.474  wukong2_114265423_lesspayne_norm_EQW_params_synt
   93   4184.312    22.1 1.079  -2.49  4.126  0.145   109.836     6.089  0.200  0.015  0.167 -0.083  0.056 0.195 0.100 0.263 14.458  wukong2_114265423_lesspayne_norm_EQW_params_synt
   95   4199.095    26.0 3.045   0.17  5.628  0.090   143.238     4.545  0.227  0.132 -0.101 -0.102 -0.020 0.196 0.100 0.238 17.690  wukong2_114265423_lesspayne_norm_EQW_params_synt
   98   4233.163    26.1 2.583  -2.02  5.725  0.131   126.123     6.818  0.207 -0.022  0.162 -0.084  0.054 0.192 0.100 0.253 15.659  wukong2_114265423_lesspayne_norm_EQW_params_synt
  102   4283.011    20.0 1.886 -0.224  4.730  0.098   114.343     4.580  0.190  0.115 -0.091 -0.079 -0.037 0.171 0.100 0.221 20.525  wukong2_114265423_lesspayne_norm_EQW_params_synt
  103   4287.403    22.0 0.835  -0.37  3.493  0.075    85.606     4.053  0.169  0.170 -0.052 -0.046 -0.035 0.187 0.100 0.225 19.774  wukong2_114265423_lesspayne_norm_EQW_params_synt
  105   4291.463    26.0 0.052  -4.08  6.019  0.105   142.759     4.751  0.175  0.248 -0.054 -0.119 -0.038 0.283 0.100 0.318  9.896  wukong2_114265423_lesspayne_norm_EQW_params_synt
  111   4316.794    22.1 2.046  -1.62  3.375  0.065    56.250     4.017  0.162 -0.002  0.187 -0.019  0.063 0.198 0.100 0.231 18.681  wukong2_114265423_lesspayne_norm_EQW_params_synt
  112   4318.652    20.0 1.899  -0.21  4.554  0.078   106.462     3.715  0.181  0.114 -0.078 -0.072 -0.040 0.161 0.100 0.205 23.838  wukong2_114265423_lesspayne_norm_EQW_params_synt
  114   4326.351    22.0 0.825  -1.26  3.590  0.075    37.924     4.534  0.188  0.162 -0.039 -0.008 -0.022 0.168 0.100 0.210 22.759  wukong2_114265423_lesspayne_norm_EQW_params_synt
  116   4330.238    22.1 2.046  -1.64  3.691  0.153    73.726     8.250  0.239 -0.004  0.183 -0.034  0.061 0.196 0.100 0.268 13.929  wukong2_114265423_lesspayne_norm_EQW_params_synt
  117   4330.698    22.1 1.179  -2.09  3.662  0.097   103.352     4.528  0.199 -0.002  0.171 -0.073  0.043 0.191 0.100 0.236 17.911  wukong2_114265423_lesspayne_norm_EQW_params_synt
  118   4331.642    28.0 1.675  -2.27  4.570  0.068    73.632     3.781  0.162  0.149 -0.007 -0.034 -0.014 0.154 0.100 0.196 26.160  wukong2_114265423_lesspayne_norm_EQW_params_synt
  120   4344.502    24.0 1.003  -0.65  3.877  0.133   117.844     5.702  0.186  0.172 -0.064 -0.092 -0.047 0.211 0.100 0.268 13.881  wukong2_114265423_lesspayne_norm_EQW_params_synt
  122   4351.544    26.0 2.988  -1.64  5.833  0.108    74.062     5.875  0.191  0.123 -0.029 -0.036 -0.022 0.133 0.100 0.199 25.371  wukong2_114265423_lesspayne_norm_EQW_params_synt
  127   4389.245    26.0 0.052  -4.55  6.224  0.122   133.168     5.169  0.177  0.245 -0.018 -0.098 -0.038 0.267 0.100 0.310 10.386  wukong2_114265423_lesspayne_norm_EQW_params_synt
  128   4394.059    22.1 1.220  -1.77  3.655  0.092   116.417     3.878  0.194  0.011  0.170 -0.087  0.055 0.199 0.100 0.241 17.218  wukong2_114265423_lesspayne_norm_EQW_params_synt
  130   4395.839    22.1 1.242  -1.93  3.733  0.083   111.406     3.825  0.215  0.010  0.169 -0.081  0.056 0.196 0.100 0.235 18.100  wukong2_114265423_lesspayne_norm_EQW_params_synt
  131   4399.765    22.1 1.236   -1.2  3.808  0.083   147.031     3.707  0.200  0.015  0.132 -0.121  0.056 0.188 0.100 0.229 19.115  wukong2_114265423_lesspayne_norm_EQW_params_synt
  135   4409.518    22.1 1.230  -2.53  3.555  0.059    72.419     3.531  0.177  0.007  0.185 -0.032  0.066 0.199 0.100 0.231 18.820  wukong2_114265423_lesspayne_norm_EQW_params_synt
  136   4411.073    22.1 3.092  -0.65  3.550  0.055    50.937     3.248  0.169 -0.020  0.188 -0.017  0.056 0.198 0.100 0.228 19.159  wukong2_114265423_lesspayne_norm_EQW_params_synt
  137    4411.93    22.1 1.223  -2.62  3.417  0.059    59.130     3.785  0.167  0.016  0.189 -0.019  0.069 0.203 0.100 0.234 18.321  wukong2_114265423_lesspayne_norm_EQW_params_synt
  139   4416.818    26.1 2.778  -2.57  5.647  0.073    85.679     3.863  0.189 -0.029  0.194 -0.049  0.061 0.211 0.100 0.245 16.686  wukong2_114265423_lesspayne_norm_EQW_params_synt
  140   4418.331    22.1 1.236  -1.99  3.526  0.088    99.782     3.892  0.174  0.013  0.176 -0.061  0.060 0.196 0.100 0.237 17.790  wukong2_114265423_lesspayne_norm_EQW_params_synt
  141   4421.938    22.1 2.060  -1.64  3.292  0.054    49.315     3.204  0.155 -0.001  0.189 -0.015  0.064 0.200 0.100 0.230 18.882  wukong2_114265423_lesspayne_norm_EQW_params_synt
  142    4422.82    22.0 1.066   -1.1  3.462  0.050    24.675     2.368  0.111  0.154 -0.037 -0.003 -0.020 0.160 0.100 0.195 26.319  wukong2_114265423_lesspayne_norm_EQW_params_synt
  143   4425.437    20.0 1.879 -0.358  4.427  0.077    96.283     4.006  0.177  0.115 -0.072 -0.054 -0.033 0.150 0.100 0.196 26.080  wukong2_114265423_lesspayne_norm_EQW_params_synt
  146   4432.096    22.1 1.236  -3.08  3.439  0.070    31.792     3.816  0.152  0.018  0.191 -0.008  0.070 0.204 0.100 0.238 17.646  wukong2_114265423_lesspayne_norm_EQW_params_synt
  151   4442.339    26.0 2.196  -1.23  5.854  0.057   154.323     4.149  0.218  0.159 -0.079 -0.070 -0.021 0.192 0.100 0.224 19.955  wukong2_114265423_lesspayne_norm_EQW_params_synt
  152   4443.801    22.1 1.079  -0.71  3.704  0.085   175.833     4.572  0.227  0.038  0.066 -0.118  0.079 0.161 0.100 0.208 23.153  wukong2_114265423_lesspayne_norm_EQW_params_synt
  153   4444.554    22.1 1.115   -2.2  4.063  0.127   121.855     5.698  0.224 -0.002  0.164 -0.098  0.050 0.197 0.100 0.255 15.353  wukong2_114265423_lesspayne_norm_EQW_params_synt
  154   4447.717    26.0 2.221  -1.36  5.588  0.074   128.058     4.174  0.186  0.155 -0.060 -0.078 -0.031 0.186 0.100 0.224 19.941  wukong2_114265423_lesspayne_norm_EQW_params_synt
  155   4449.142    22.0 1.886   0.47  3.361  0.053    51.101     3.512  0.177  0.131 -0.038 -0.015 -0.022 0.139 0.100 0.179 31.129  wukong2_114265423_lesspayne_norm_EQW_params_synt
  157   4450.894    22.0 1.878   0.32  3.379  0.045    43.529     2.877  0.159  0.130 -0.034 -0.012 -0.021 0.137 0.100 0.175 32.608  wukong2_114265423_lesspayne_norm_EQW_params_synt
  158   4453.313    22.0 1.429  -0.03  3.395  0.051    57.403     3.354  0.167  0.145 -0.041 -0.018 -0.025 0.154 0.100 0.190 27.581  wukong2_114265423_lesspayne_norm_EQW_params_synt
  159   4453.699    22.0 1.872    0.1  3.407  0.061    32.813     3.354  0.216  0.130 -0.034 -0.007 -0.018 0.136 0.100 0.179 31.103  wukong2_114265423_lesspayne_norm_EQW_params_synt
  160   4454.779    20.0 1.899  0.258  4.990  0.061   161.875     4.635  0.237  0.126 -0.190 -0.064  0.003 0.237 0.100 0.264 14.326  wukong2_114265423_lesspayne_norm_EQW_params_synt
  161   4455.317    22.0 1.442    0.1  3.393  0.045    64.489     2.886  0.175  0.143 -0.043 -0.023 -0.027 0.153 0.100 0.189 28.104  wukong2_114265423_lesspayne_norm_EQW_params_synt
  162   4455.887    20.0 1.899 -0.518  4.771  0.061   104.913     3.119  0.178  0.116 -0.084 -0.060 -0.033 0.159 0.100 0.197 25.692  wukong2_114265423_lesspayne_norm_EQW_params_synt
  163   4457.427    22.0 1.459   0.26  3.699  0.070    90.764     3.422  0.196  0.151 -0.049 -0.049 -0.037 0.170 0.100 0.209 22.793  wukong2_114265423_lesspayne_norm_EQW_params_synt
  167   4468.493    22.1 1.130  -0.63  3.955  0.061   192.553     4.164  0.236  0.047  0.029 -0.098  0.093 0.146 0.100 0.187 28.551  wukong2_114265423_lesspayne_norm_EQW_params_synt
  169   4470.477    28.0 3.396   -0.3  4.161  0.049    41.408     2.947  0.157  0.095  0.000 -0.012 -0.004 0.096 0.100 0.147 46.324  wukong2_114265423_lesspayne_norm_EQW_params_synt
  170   4471.237    22.0 1.732  -0.15  3.377  0.057    27.235     2.849  0.131  0.132 -0.033 -0.005 -0.018 0.137 0.100 0.179 31.141  wukong2_114265423_lesspayne_norm_EQW_params_synt
  171   4474.851    22.0 1.442  -0.91  3.449  0.094    14.468     2.971  0.137  0.143 -0.033 -0.003 -0.018 0.148 0.100 0.202 24.565  wukong2_114265423_lesspayne_norm_EQW_params_synt
  173    4484.22    26.0 3.600  -0.64  5.435  0.059    67.174     3.548  0.169  0.106 -0.026 -0.027 -0.017 0.114 0.100 0.163 37.862  wukong2_114265423_lesspayne_norm_EQW_params_synt
  174   4488.324    22.1 3.121   -0.5  3.375  0.056    47.691     3.193  0.190 -0.022  0.192 -0.012  0.058 0.202 0.100 0.232 18.521  wukong2_114265423_lesspayne_norm_EQW_params_synt
  175   4489.739    26.0 0.121   -3.9  6.005  0.104   150.767     4.734  0.189  0.255 -0.040 -0.121 -0.039 0.288 0.100 0.322  9.652  wukong2_114265423_lesspayne_norm_EQW_params_synt
  176     4491.4    26.1 2.856  -2.71  5.420  0.048    60.400     2.890  0.161 -0.027  0.201 -0.024  0.063 0.214 0.100 0.241 17.247  wukong2_114265423_lesspayne_norm_EQW_params_synt
  177   4493.522    22.1 1.079  -2.78  3.430  0.053    61.608     3.370  0.155  0.018  0.189 -0.021  0.070 0.203 0.100 0.233 18.452  wukong2_114265423_lesspayne_norm_EQW_params_synt
  178   4494.563    26.0 2.196  -1.14  5.773  0.067   156.340     5.001  0.215  0.161 -0.077 -0.068 -0.020 0.192 0.100 0.227 19.469  wukong2_114265423_lesspayne_norm_EQW_params_synt
  180    4501.27    22.1 1.115  -0.77  3.787  0.084   176.279     4.560  0.229  0.037  0.070 -0.118  0.078 0.162 0.100 0.208 23.077  wukong2_114265423_lesspayne_norm_EQW_params_synt
  181   4508.281    26.1 2.856  -2.42  5.496  0.055    81.273     2.997  0.180 -0.030  0.196 -0.047  0.063 0.213 0.100 0.242 17.088  wukong2_114265423_lesspayne_norm_EQW_params_synt
  182   4512.734    22.0 0.835   -0.4  3.177  0.043    67.173     2.831  0.155  0.166 -0.046 -0.029 -0.035 0.178 0.100 0.209 22.942  wukong2_114265423_lesspayne_norm_EQW_params_synt
  183   4515.334    26.1 2.844   -2.6  5.746  0.067    85.664     3.540  0.209 -0.030  0.195 -0.052  0.062 0.213 0.100 0.245 16.677  wukong2_114265423_lesspayne_norm_EQW_params_synt
  184   4518.022    22.0 0.825  -0.25  3.466  0.071    93.478     3.693  0.199  0.172 -0.055 -0.054 -0.041 0.193 0.100 0.229 19.139  wukong2_114265423_lesspayne_norm_EQW_params_synt
  185   4518.332    22.1 1.079  -2.56  3.928  0.087   102.005     4.194  0.211  0.015  0.171 -0.071  0.054 0.193 0.100 0.235 18.184  wukong2_114265423_lesspayne_norm_EQW_params_synt
  186   4520.221    26.1 2.807  -2.65  5.597  0.066    77.529     3.648  0.199 -0.029  0.201 -0.037  0.064 0.216 0.100 0.247 16.376  wukong2_114265423_lesspayne_norm_EQW_params_synt
  188   4527.304    22.0 0.812  -0.45  3.583  0.067    90.391     3.677  0.191  0.171 -0.052 -0.049 -0.040 0.190 0.100 0.225 19.827  wukong2_114265423_lesspayne_norm_EQW_params_synt
  190    4529.48    22.1 1.571  -1.75  4.075  0.107   118.542     4.641  0.222  0.002  0.173 -0.086  0.054 0.201 0.100 0.248 16.209  wukong2_114265423_lesspayne_norm_EQW_params_synt
  191   4531.148    26.0 1.484   -2.1  5.831  0.095   148.268     5.346  0.204  0.191 -0.064 -0.095 -0.031 0.225 0.100 0.264 14.370  wukong2_114265423_lesspayne_norm_EQW_params_synt
  192   4533.239    22.0 0.848   0.54  3.211  0.079   119.280     3.941  0.188  0.177 -0.067 -0.082 -0.049 0.212 0.100 0.247 16.344  wukong2_114265423_lesspayne_norm_EQW_params_synt
  193   4534.776    22.0 0.835   0.35  3.108  0.084   105.072     4.137  0.172  0.175 -0.061 -0.074 -0.046 0.205 0.100 0.243 16.951  wukong2_114265423_lesspayne_norm_EQW_params_synt
  194   4535.569    22.0 0.825   0.14  3.822  0.089   129.257     4.002  0.226  0.184 -0.065 -0.095 -0.050 0.223 0.100 0.260 14.809  wukong2_114265423_lesspayne_norm_EQW_params_synt
  195   4544.687    22.0 0.818  -0.45  3.448  0.073    82.482     4.152  0.181  0.170 -0.050 -0.040 -0.036 0.185 0.100 0.223 20.151  wukong2_114265423_lesspayne_norm_EQW_params_synt
  196   4545.133    22.1 1.130  -2.45  3.541  0.060    84.558     3.322  0.188  0.013  0.183 -0.051  0.065 0.201 0.100 0.233 18.489  wukong2_114265423_lesspayne_norm_EQW_params_synt
  197   4547.847    26.0 3.544  -0.82  5.408  0.059    58.942     3.336  0.164  0.107 -0.016 -0.020 -0.015 0.111 0.100 0.161 38.742  wukong2_114265423_lesspayne_norm_EQW_params_synt
  198   4548.764    22.0 0.825  -0.28  3.209  0.054    77.993     3.147  0.161  0.169 -0.049 -0.034 -0.034 0.182 0.100 0.215 21.649  wukong2_114265423_lesspayne_norm_EQW_params_synt
  199   4555.483    22.0 0.848   -0.4  3.334  0.050    76.370     3.016  0.174  0.168 -0.048 -0.033 -0.034 0.181 0.100 0.213 22.088  wukong2_114265423_lesspayne_norm_EQW_params_synt
  200   4555.888    26.1 2.828   -2.4  5.709  0.086    95.398     4.417  0.197 -0.033  0.191 -0.061  0.060 0.212 0.100 0.250 16.054  wukong2_114265423_lesspayne_norm_EQW_params_synt
  201   4558.644    24.1 4.070  -0.43  3.797  0.058    62.865     3.322  0.192 -0.046  0.188 -0.028  0.051 0.202 0.100 0.233 18.447  wukong2_114265423_lesspayne_norm_EQW_params_synt
  202   4571.096    12.0 0.000 -5.623  6.263  0.074   151.162     3.940  0.195  0.237 -0.033 -0.096 -0.073 0.268 0.100 0.295 11.457  wukong2_114265423_lesspayne_norm_EQW_params_synt
  203   4571.971    22.1 1.571  -0.31  3.988  0.065   183.978     4.044  0.257  0.032  0.044 -0.110  0.083 0.148 0.100 0.190 27.643  wukong2_114265423_lesspayne_norm_EQW_params_synt
  204   4576.328    26.1 2.844  -2.95  5.595  0.052    58.154     3.154  0.174 -0.027  0.203 -0.023  0.065 0.216 0.100 0.244 16.836  wukong2_114265423_lesspayne_norm_EQW_params_synt
  205   4580.048    24.0 0.941  -1.66  3.953  0.052    78.919     2.997  0.179  0.162 -0.048 -0.038 -0.036 0.177 0.100 0.210 22.731  wukong2_114265423_lesspayne_norm_EQW_params_synt
  206   4582.835    26.1 2.844  -3.18  5.699  0.061    50.274     3.422  0.187 -0.023  0.207 -0.017  0.064 0.219 0.100 0.248 16.264  wukong2_114265423_lesspayne_norm_EQW_params_synt
  207   4583.409    22.1 1.164  -2.84  3.701  0.060    69.104     3.402  0.212  0.015  0.194 -0.027  0.069 0.208 0.100 0.239 17.559  wukong2_114265423_lesspayne_norm_EQW_params_synt
  208   4583.829    26.1 2.807  -1.94  5.971  0.073   134.879     4.152  0.242 -0.027  0.165 -0.080  0.057 0.194 0.100 0.230 18.892  wukong2_114265423_lesspayne_norm_EQW_params_synt
  209   4588.198    24.1 4.068  -0.65  3.540  0.049    36.571     2.575  0.153 -0.036  0.190 -0.011  0.047 0.199 0.100 0.228 19.184  wukong2_114265423_lesspayne_norm_EQW_params_synt
  210   4591.391    24.0 0.968  -1.74  3.788  0.044    61.989     2.865  0.161  0.159 -0.041 -0.021 -0.027 0.168 0.100 0.200 24.957  wukong2_114265423_lesspayne_norm_EQW_params_synt
  212   4592.651    26.0 1.556  -2.46  6.024  0.092   135.811     4.797  0.198  0.185 -0.053 -0.094 -0.038 0.218 0.100 0.256 15.202  wukong2_114265423_lesspayne_norm_EQW_params_synt
  213   4600.749    24.0 1.003  -1.25  3.687  0.062    82.915     3.427  0.174  0.162 -0.048 -0.049 -0.036 0.180 0.100 0.215 21.697  wukong2_114265423_lesspayne_norm_EQW_params_synt
  214     4602.0    26.0 1.607  -3.13  5.653  0.052    79.303     2.924  0.163  0.171 -0.028 -0.037 -0.027 0.179 0.100 0.212 22.307  wukong2_114265423_lesspayne_norm_EQW_params_synt
  215   4602.941    26.0 1.484  -2.21  5.906  0.082   143.727     3.915  0.205  0.195 -0.058 -0.115 -0.049 0.239 0.100 0.272 13.561  wukong2_114265423_lesspayne_norm_EQW_params_synt
  216   4604.988    28.0 3.477  -0.24  4.170  0.048    40.394     2.898  0.175  0.093  0.001 -0.011 -0.006 0.094 0.100 0.145 47.366  wukong2_114265423_lesspayne_norm_EQW_params_synt
  217   4607.331    38.0 0.000  0.283  0.817  0.051    26.272     2.466  0.130  0.151 -0.038 -0.006 -0.021 0.157 0.100 0.193 26.792  wukong2_114265423_lesspayne_norm_EQW_params_synt
